orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct,new_key,es_duplicado,new_key_original,motivo_rechazo
ORD-005123,2,P-0015,8,3.21,15,ORD-005123_P-0015_2_8_3.21,True,ORD-005123_P-0015_2_8_3.21,❌ Registro duplicado (CRÍTICO - ORD-005123_P-0015_2_8_3.21 ya existe en data limpia)
ORD-005293,1,P-0079,8,6.55,0,ORD-005293_P-0079_1_8_6.55,True,ORD-005293_P-0079_1_8_6.55,❌ Registro duplicado (CRÍTICO - ORD-005293_P-0079_1_8_6.55 ya existe en data limpia)
ORD-004626,1,P-0047,24,6.55,8,ORD-004626_P-0047_1_24_6.55,True,ORD-004626_P-0047_1_24_6.55,❌ Registro duplicado (CRÍTICO - ORD-004626_P-0047_1_24_6.55 ya existe en data limpia)
ORD-004093,1,P-0033,30,0.0,0,ORD-004093_P-0033_1_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000948,5,P-0077,29,3.59,5,ORD-000948_P-0077_5_29_3.59,True,ORD-000948_P-0077_5_29_3.59,❌ Registro duplicado (CRÍTICO - ORD-000948_P-0077_5_29_3.59 ya existe en data limpia)
ORD-003614,6,P-0045,35,5.83,15,ORD-003614_P-0045_6_35_5.83,True,ORD-003614_P-0045_6_35_5.83,❌ Registro duplicado (CRÍTICO - ORD-003614_P-0045_6_35_5.83 ya existe en data limpia)
ORD-001408,3,P-0031,-12,3.03,0,ORD-001408_P-0031_3_-12_3.03,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-002214,1,P-0027,13,3.68,8,ORD-002214_P-0027_1_13_3.68,True,ORD-002214_P-0027_1_13_3.68,❌ Registro duplicado (CRÍTICO - ORD-002214_P-0027_1_13_3.68 ya existe en data limpia)
ORD-004328,2,P-0110,-7,4.15,5,ORD-004328_P-0110_2_-7_4.15,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-005519,3,P-0055,32,5.2,0,ORD-005519_P-0055_3_32_5.2,True,ORD-005519_P-0055_3_32_5.2,❌ Registro duplicado (CRÍTICO - ORD-005519_P-0055_3_32_5.2 ya existe en data limpia)
ORD-002454,3,P-0084,-11,4.03,5,ORD-002454_P-0084_3_-11_4.03,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-004234,1,P-0020,38,3.41,8,ORD-004234_P-0020_1_38_3.41,True,ORD-004234_P-0020_1_38_3.41,❌ Registro duplicado (CRÍTICO - ORD-004234_P-0020_1_38_3.41 ya existe en data limpia)
ORD-004593,2,P-0073,17,5.4,8,ORD-004593_P-0073_2_17_5.4,True,ORD-004593_P-0073_2_17_5.4,❌ Registro duplicado (CRÍTICO - ORD-004593_P-0073_2_17_5.4 ya existe en data limpia)
ORD-000896,1,P-0060,37,0.0,5,ORD-000896_P-0060_1_37_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001966,3,P-0075,33,0.0,5,ORD-001966_P-0075_3_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003614,3,P-0074,5,7.01,0,ORD-003614_P-0074_3_5_7.01,True,ORD-003614_P-0074_3_5_7.01,❌ Registro duplicado (CRÍTICO - ORD-003614_P-0074_3_5_7.01 ya existe en data limpia)
ORD-003022,3,P-0045,18,6.23,0,ORD-003022_P-0045_3_18_6.23,True,ORD-003022_P-0045_3_18_6.23,❌ Registro duplicado (CRÍTICO - ORD-003022_P-0045_3_18_6.23 ya existe en data limpia)
ORD-002132,3,P-0068,-7,1.5,5,ORD-002132_P-0068_3_-7_1.5,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-000901,4,P-0020,-8,3.3,15,ORD-000901_P-0020_4_-8_3.3,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-000845,3,P-0078,-5,8.61,0,ORD-000845_P-0078_3_-5_8.61,False,,cantidad_unidades: debe ser > 0 (valor: -5)
ORD-005452,4,P-0113,37,0.0,5,ORD-005452_P-0113_4_37_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001499,2,P-0049,6,0.0,0,ORD-001499_P-0049_2_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001166,6,P-0065,30,0.0,0,ORD-001166_P-0065_6_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002741,3,P-0054,32,0.0,10,ORD-002741_P-0054_3_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002935,3,P-0002,11,8.44,15,ORD-002935_P-0002_3_11_8.44,True,ORD-002935_P-0002_3_11_8.44,❌ Registro duplicado (CRÍTICO - ORD-002935_P-0002_3_11_8.44 ya existe en data limpia)
ORD-003176,3,P-0072,-7,2.94,15,ORD-003176_P-0072_3_-7_2.94,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-002909,2,P-0060,12,4.41,5,ORD-002909_P-0060_2_12_4.41,True,ORD-002909_P-0060_2_12_4.41,❌ Registro duplicado (CRÍTICO - ORD-002909_P-0060_2_12_4.41 ya existe en data limpia)
ORD-002935,2,P-0039,2,6.78,0,ORD-002935_P-0039_2_2_6.78,True,ORD-002935_P-0039_2_2_6.78,❌ Registro duplicado (CRÍTICO - ORD-002935_P-0039_2_2_6.78 ya existe en data limpia)
ORD-002360,4,P-0063,10,0.0,8,ORD-002360_P-0063_4_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003167,5,P-0039,-11,6.6,5,ORD-003167_P-0039_5_-11_6.6,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-005515,1,P-0101,33,0.0,5,ORD-005515_P-0101_1_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002291,4,P-0091,10,3.53,0,ORD-002291_P-0091_4_10_3.53,True,ORD-002291_P-0091_4_10_3.53,❌ Registro duplicado (CRÍTICO - ORD-002291_P-0091_4_10_3.53 ya existe en data limpia)
ORD-002792,2,P-0025,29,0.0,0,ORD-002792_P-0025_2_29_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000367,5,P-0076,29,0.0,0,ORD-000367_P-0076_5_29_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002252,6,P-0001,14,7.46,0,ORD-002252_P-0001_6_14_7.46,True,ORD-002252_P-0001_6_14_7.46,❌ Registro duplicado (CRÍTICO - ORD-002252_P-0001_6_14_7.46 ya existe en data limpia)
ORD-001200,1,P-0008,21,0.0,0,ORD-001200_P-0008_1_21_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004307,4,P-0112,16,6.17,0,ORD-004307_P-0112_4_16_6.17,True,ORD-004307_P-0112_4_16_6.17,❌ Registro duplicado (CRÍTICO - ORD-004307_P-0112_4_16_6.17 ya existe en data limpia)
ORD-004549,2,P-0069,14,1.53,10,ORD-004549_P-0069_2_14_1.53,True,ORD-004549_P-0069_2_14_1.53,❌ Registro duplicado (CRÍTICO - ORD-004549_P-0069_2_14_1.53 ya existe en data limpia)
ORD-004054,1,P-0073,14,0.0,5,ORD-004054_P-0073_1_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002420,2,P-0015,25,0.0,0,ORD-002420_P-0015_2_25_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000180,1,P-0080,7,0.0,0,ORD-000180_P-0080_1_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005192,6,P-0109,45,6.11,0,ORD-005192_P-0109_6_45_6.11,True,ORD-005192_P-0109_6_45_6.11,❌ Registro duplicado (CRÍTICO - ORD-005192_P-0109_6_45_6.11 ya existe en data limpia)
ORD-004818,2,P-0054,5,4.92,15,ORD-004818_P-0054_2_5_4.92,True,ORD-004818_P-0054_2_5_4.92,❌ Registro duplicado (CRÍTICO - ORD-004818_P-0054_2_5_4.92 ya existe en data limpia)
ORD-002935,1,P-0055,36,5.06,0,ORD-002935_P-0055_1_36_5.06,True,ORD-002935_P-0055_1_36_5.06,❌ Registro duplicado (CRÍTICO - ORD-002935_P-0055_1_36_5.06 ya existe en data limpia)
ORD-000948,6,P-0046,21,3.04,10,ORD-000948_P-0046_6_21_3.04,True,ORD-000948_P-0046_6_21_3.04,❌ Registro duplicado (CRÍTICO - ORD-000948_P-0046_6_21_3.04 ya existe en data limpia)
ORD-002759,1,P-0009,35,4.1,0,ORD-002759_P-0009_1_35_4.1,True,ORD-002759_P-0009_1_35_4.1,❌ Registro duplicado (CRÍTICO - ORD-002759_P-0009_1_35_4.1 ya existe en data limpia)
ORD-005192,3,P-0067,-10,6.05,15,ORD-005192_P-0067_3_-10_6.05,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-005340,5,P-0086,2,6.71,0,ORD-005340_P-0086_5_2_6.71,True,ORD-005340_P-0086_5_2_6.71,❌ Registro duplicado (CRÍTICO - ORD-005340_P-0086_5_2_6.71 ya existe en data limpia)
ORD-005404,2,P-0118,7,0.0,0,ORD-005404_P-0118_2_7_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002349,1,P-0093,48,0.0,0,ORD-002349_P-0093_1_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004182,1,P-0018,4,2.85,0,ORD-004182_P-0018_1_4_2.85,True,ORD-004182_P-0018_1_4_2.85,❌ Registro duplicado (CRÍTICO - ORD-004182_P-0018_1_4_2.85 ya existe en data limpia)
ORD-005413,1,P-0031,40,0.0,5,ORD-005413_P-0031_1_40_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000825,5,P-0006,15,4.77,0,ORD-000825_P-0006_5_15_4.77,True,ORD-000825_P-0006_5_15_4.77,❌ Registro duplicado (CRÍTICO - ORD-000825_P-0006_5_15_4.77 ya existe en data limpia)
ORD-000983,4,P-0010,41,0.0,5,ORD-000983_P-0010_4_41_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000138,3,P-0114,9,3.81,0,ORD-000138_P-0114_3_9_3.81,True,ORD-000138_P-0114_3_9_3.81,❌ Registro duplicado (CRÍTICO - ORD-000138_P-0114_3_9_3.81 ya existe en data limpia)
ORD-000802,2,P-0049,46,0.0,8,ORD-000802_P-0049_2_46_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002764,5,P-0018,2,0.0,0,ORD-002764_P-0018_5_2_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001046,1,P-0044,28,1.93,15,ORD-001046_P-0044_1_28_1.93,True,ORD-001046_P-0044_1_28_1.93,❌ Registro duplicado (CRÍTICO - ORD-001046_P-0044_1_28_1.93 ya existe en data limpia)
ORD-005001,1,P-0031,6,0.0,0,ORD-005001_P-0031_1_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001501,3,P-0040,28,6.59,0,ORD-001501_P-0040_3_28_6.59,True,ORD-001501_P-0040_3_28_6.59,❌ Registro duplicado (CRÍTICO - ORD-001501_P-0040_3_28_6.59 ya existe en data limpia)
ORD-004469,4,P-0034,35,7.95,0,ORD-004469_P-0034_4_35_7.95,True,ORD-004469_P-0034_4_35_7.95,❌ Registro duplicado (CRÍTICO - ORD-004469_P-0034_4_35_7.95 ya existe en data limpia)
ORD-000031,4,P-0010,5,0.0,15,ORD-000031_P-0010_4_5_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002759,4,P-0114,29,3.88,5,ORD-002759_P-0114_4_29_3.88,True,ORD-002759_P-0114_4_29_3.88,❌ Registro duplicado (CRÍTICO - ORD-002759_P-0114_4_29_3.88 ya existe en data limpia)
ORD-001046,4,P-0118,8,4.72,5,ORD-001046_P-0118_4_8_4.72,True,ORD-001046_P-0118_4_8_4.72,❌ Registro duplicado (CRÍTICO - ORD-001046_P-0118_4_8_4.72 ya existe en data limpia)
ORD-003838,1,P-0032,8,0.0,0,ORD-003838_P-0032_1_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004817,4,P-0109,31,0.0,15,ORD-004817_P-0109_4_31_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000986,2,P-0060,23,0.0,10,ORD-000986_P-0060_2_23_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000089,1,P-0114,-5,4.1,0,ORD-000089_P-0114_1_-5_4.1,False,,cantidad_unidades: debe ser > 0 (valor: -5)
ORD-001120,2,P-0104,34,3.8,0,ORD-001120_P-0104_2_34_3.8,True,ORD-001120_P-0104_2_34_3.8,❌ Registro duplicado (CRÍTICO - ORD-001120_P-0104_2_34_3.8 ya existe en data limpia)
ORD-003578,2,P-0105,13,0.0,0,ORD-003578_P-0105_2_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000140,3,P-0021,45,3.68,0,ORD-000140_P-0021_3_45_3.68,True,ORD-000140_P-0021_3_45_3.68,❌ Registro duplicado (CRÍTICO - ORD-000140_P-0021_3_45_3.68 ya existe en data limpia)
ORD-001632,5,P-0097,41,5.82,10,ORD-001632_P-0097_5_41_5.82,True,ORD-001632_P-0097_5_41_5.82,❌ Registro duplicado (CRÍTICO - ORD-001632_P-0097_5_41_5.82 ya existe en data limpia)
ORD-000606,3,P-0089,19,0.0,0,ORD-000606_P-0089_3_19_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005501,1,P-0015,13,0.0,0,ORD-005501_P-0015_1_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001559,1,P-0072,39,2.96,10,ORD-001559_P-0072_1_39_2.96,True,ORD-001559_P-0072_1_39_2.96,❌ Registro duplicado (CRÍTICO - ORD-001559_P-0072_1_39_2.96 ya existe en data limpia)
ORD-002126,2,P-0017,-11,3.33,15,ORD-002126_P-0017_2_-11_3.33,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-004274,1,P-0046,29,0.0,15,ORD-004274_P-0046_1_29_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004461,1,P-0011,19,0.0,15,ORD-004461_P-0011_1_19_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001487,5,P-0119,-8,4.54,0,ORD-001487_P-0119_5_-8_4.54,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-001270,4,P-0108,45,2.1,0,ORD-001270_P-0108_4_45_2.1,True,ORD-001270_P-0108_4_45_2.1,❌ Registro duplicado (CRÍTICO - ORD-001270_P-0108_4_45_2.1 ya existe en data limpia)
ORD-004443,1,P-0064,-8,6.41,15,ORD-004443_P-0064_1_-8_6.41,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-002423,1,P-0087,42,0.0,0,ORD-002423_P-0087_1_42_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004181,2,P-0058,-1,6.42,5,ORD-004181_P-0058_2_-1_6.42,True,ORD-004181_P-0058_2_-1_6.42,❌ Registro duplicado (CRÍTICO - ORD-004181_P-0058_2_-1_6.42 ya existe en data limpia) | cantidad_unidades: debe ser > 0 (valor: -1)
ORD-003892,3,P-0085,-10,0.0,0,ORD-003892_P-0085_3_-10_0.0,False,,cantidad_unidades: debe ser > 0 (valor: -10) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003454,3,P-0002,-1,7.94,8,ORD-003454_P-0002_3_-1_7.94,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-000528,6,P-0062,48,0.0,15,ORD-000528_P-0062_6_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004134,2,P-0115,-1,0.0,8,ORD-004134_P-0115_2_-1_0.0,False,,cantidad_unidades: debe ser > 0 (valor: -1) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002662,3,P-0107,24,4.98,0,ORD-002662_P-0107_3_24_4.98,True,ORD-002662_P-0107_3_24_4.98,❌ Registro duplicado (CRÍTICO - ORD-002662_P-0107_3_24_4.98 ya existe en data limpia)
ORD-004928,4,P-0027,10,0.0,0,ORD-004928_P-0027_4_10_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002737,5,P-0015,21,0.0,0,ORD-002737_P-0015_5_21_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002494,3,P-0066,7,2.9,8,ORD-002494_P-0066_3_7_2.9,True,ORD-002494_P-0066_3_7_2.9,❌ Registro duplicado (CRÍTICO - ORD-002494_P-0066_3_7_2.9 ya existe en data limpia)
ORD-004738,2,P-0049,-12,2.42,0,ORD-004738_P-0049_2_-12_2.42,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-003134,3,P-0028,47,0.0,8,ORD-003134_P-0028_3_47_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003116,5,P-0099,39,0.0,10,ORD-003116_P-0099_5_39_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004965,1,P-0106,12,0.0,0,ORD-004965_P-0106_1_12_0.0,True,ORD-004965_P-0106_1_12_0.0,❌ Registro duplicado (CRÍTICO - ORD-004965_P-0106_1_12_0.0 ya existe en data limpia) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002073,1,P-0998,-12,2.31,5,ORD-002073_P-0998_1_-12_2.31,False,,cantidad_unidades: debe ser > 0 (valor: -12)
ORD-003733,4,P-0064,40,6.31,8,ORD-003733_P-0064_4_40_6.31,True,ORD-003733_P-0064_4_40_6.31,❌ Registro duplicado (CRÍTICO - ORD-003733_P-0064_4_40_6.31 ya existe en data limpia)
ORD-002604,2,P-0022,46,0.0,15,ORD-002604_P-0022_2_46_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004593,1,P-0062,16,2.5,0,ORD-004593_P-0062_1_16_2.5,True,ORD-004593_P-0062_1_16_2.5,❌ Registro duplicado (CRÍTICO - ORD-004593_P-0062_1_16_2.5 ya existe en data limpia)
ORD-003089,4,P-0092,33,0.0,8,ORD-003089_P-0092_4_33_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003223,4,P-0084,-8,4.2,0,ORD-003223_P-0084_4_-8_4.2,False,,cantidad_unidades: debe ser > 0 (valor: -8)
ORD-002379,2,P-0029,7,2.7,0,ORD-002379_P-0029_2_7_2.7,True,ORD-002379_P-0029_2_7_2.7,❌ Registro duplicado (CRÍTICO - ORD-002379_P-0029_2_7_2.7 ya existe en data limpia)
ORD-004549,3,P-0114,18,4.03,5,ORD-004549_P-0114_3_18_4.03,True,ORD-004549_P-0114_3_18_4.03,❌ Registro duplicado (CRÍTICO - ORD-004549_P-0114_3_18_4.03 ya existe en data limpia)
ORD-004169,3,P-0023,15,0.0,0,ORD-004169_P-0023_3_15_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002662,5,P-0072,26,2.71,0,ORD-002662_P-0072_5_26_2.71,True,ORD-002662_P-0072_5_26_2.71,❌ Registro duplicado (CRÍTICO - ORD-002662_P-0072_5_26_2.71 ya existe en data limpia)
ORD-001713,1,P-0053,14,0.0,0,ORD-001713_P-0053_1_14_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000565,2,P-0015,8,0.0,0,ORD-000565_P-0015_2_8_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000493,1,P-0017,-6,3.24,5,ORD-000493_P-0017_1_-6_3.24,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-001881,2,P-0020,6,0.0,10,ORD-001881_P-0020_2_6_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005361,1,P-0074,36,6.77,0,ORD-005361_P-0074_1_36_6.77,True,ORD-005361_P-0074_1_36_6.77,❌ Registro duplicado (CRÍTICO - ORD-005361_P-0074_1_36_6.77 ya existe en data limpia)
ORD-001121,1,P-0001,26,7.35,0,ORD-001121_P-0001_1_26_7.35,True,ORD-001121_P-0001_1_26_7.35,❌ Registro duplicado (CRÍTICO - ORD-001121_P-0001_1_26_7.35 ya existe en data limpia)
ORD-005599,4,P-0103,-10,3.59,0,ORD-005599_P-0103_4_-10_3.59,False,,cantidad_unidades: debe ser > 0 (valor: -10)
ORD-001506,3,P-0005,12,0.0,0,ORD-001506_P-0005_3_12_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001889,6,P-0074,16,7.25,0,ORD-001889_P-0074_6_16_7.25,True,ORD-001889_P-0074_6_16_7.25,❌ Registro duplicado (CRÍTICO - ORD-001889_P-0074_6_16_7.25 ya existe en data limpia)
ORD-005264,5,P-0102,-11,3.27,0,ORD-005264_P-0102_5_-11_3.27,False,,cantidad_unidades: debe ser > 0 (valor: -11)
ORD-003463,4,P-0023,-7,2.37,0,ORD-003463_P-0023_4_-7_2.37,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-003927,3,P-0009,-1,4.08,5,ORD-003927_P-0009_3_-1_4.08,False,,cantidad_unidades: debe ser > 0 (valor: -1)
ORD-005272,6,P-0031,-4,3.02,15,ORD-005272_P-0031_6_-4_3.02,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-001753,2,P-0093,27,0.0,8,ORD-001753_P-0093_2_27_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003499,1,P-0106,29,4.44,0,ORD-003499_P-0106_1_29_4.44,True,ORD-003499_P-0106_1_29_4.44,❌ Registro duplicado (CRÍTICO - ORD-003499_P-0106_1_29_4.44 ya existe en data limpia)
ORD-005149,1,P-0045,18,0.0,15,ORD-005149_P-0045_1_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002589,1,P-0016,34,4.97,0,ORD-002589_P-0016_1_34_4.97,True,ORD-002589_P-0016_1_34_4.97,❌ Registro duplicado (CRÍTICO - ORD-002589_P-0016_1_34_4.97 ya existe en data limpia)
ORD-004699,1,P-0015,-2,3.49,0,ORD-004699_P-0015_1_-2_3.49,False,,cantidad_unidades: debe ser > 0 (valor: -2)
ORD-003213,2,P-0086,2,6.58,15,ORD-003213_P-0086_2_2_6.58,True,ORD-003213_P-0086_2_2_6.58,❌ Registro duplicado (CRÍTICO - ORD-003213_P-0086_2_2_6.58 ya existe en data limpia)
ORD-002981,2,P-0043,21,4.97,0,ORD-002981_P-0043_2_21_4.97,True,ORD-002981_P-0043_2_21_4.97,❌ Registro duplicado (CRÍTICO - ORD-002981_P-0043_2_21_4.97 ya existe en data limpia)
ORD-004374,5,P-0105,48,0.0,0,ORD-004374_P-0105_5_48_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000304,4,P-0050,5,0.0,0,ORD-000304_P-0050_4_5_0.0,True,ORD-000304_P-0050_4_5_0.0,❌ Registro duplicado (CRÍTICO - ORD-000304_P-0050_4_5_0.0 ya existe en data limpia) | precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000127,2,P-0081,-4,6.85,15,ORD-000127_P-0081_2_-4_6.85,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-003922,1,P-0076,30,0.0,0,ORD-003922_P-0076_1_30_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002973,4,P-0105,36,4.25,5,ORD-002973_P-0105_4_36_4.25,True,ORD-002973_P-0105_4_36_4.25,❌ Registro duplicado (CRÍTICO - ORD-002973_P-0105_4_36_4.25 ya existe en data limpia)
ORD-003474,1,P-0033,29,0.0,8,ORD-003474_P-0033_1_29_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003002,5,P-0069,18,0.0,15,ORD-003002_P-0069_5_18_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-004037,1,P-0086,20,6.53,5,ORD-004037_P-0086_1_20_6.53,True,ORD-004037_P-0086_1_20_6.53,❌ Registro duplicado (CRÍTICO - ORD-004037_P-0086_1_20_6.53 ya existe en data limpia)
ORD-005481,1,P-0101,4,0.0,8,ORD-005481_P-0101_1_4_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003943,1,P-0006,38,0.0,8,ORD-003943_P-0006_1_38_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001903,1,P-0004,-4,5.77,5,ORD-001903_P-0004_1_-4_5.77,False,,cantidad_unidades: debe ser > 0 (valor: -4)
ORD-001156,3,P-0104,-5,3.89,0,ORD-001156_P-0104_3_-5_3.89,False,,cantidad_unidades: debe ser > 0 (valor: -5)
ORD-005125,4,P-0029,16,0.0,10,ORD-005125_P-0029_4_16_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-000089,1,P-0114,-5,4.1,0,ORD-000089_P-0114_1_-5_4.1,True,ORD-000089_P-0114_1_-5_4.1,❌ Registro duplicado (CRÍTICO - ORD-000089_P-0114_1_-5_4.1 ya existe en data limpia) | cantidad_unidades: debe ser > 0 (valor: -5)
ORD-003614,4,P-0997,13,5.94,0,ORD-003614_P-0997_4_13_5.94,True,ORD-003614_P-0997_4_13_5.94,❌ Registro duplicado (CRÍTICO - ORD-003614_P-0997_4_13_5.94 ya existe en data limpia)
ORD-001682,1,P-0093,32,0.0,15,ORD-001682_P-0093_1_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003995,2,P-0085,13,0.0,0,ORD-003995_P-0085_2_13_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-002446,3,P-0052,25,0.0,0,ORD-002446_P-0052_3_25_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-003213,1,P-0090,35,7.34,0,ORD-003213_P-0090_1_35_7.34,True,ORD-003213_P-0090_1_35_7.34,❌ Registro duplicado (CRÍTICO - ORD-003213_P-0090_1_35_7.34 ya existe en data limpia)
ORD-004506,4,P-0116,35,3.9,0,ORD-004506_P-0116_4_35_3.9,True,ORD-004506_P-0116_4_35_3.9,❌ Registro duplicado (CRÍTICO - ORD-004506_P-0116_4_35_3.9 ya existe en data limpia)
ORD-004469,2,P-0095,24,3.85,15,ORD-004469_P-0095_2_24_3.85,True,ORD-004469_P-0095_2_24_3.85,❌ Registro duplicado (CRÍTICO - ORD-004469_P-0095_2_24_3.85 ya existe en data limpia)
ORD-000263,2,P-0034,-7,7.8,0,ORD-000263_P-0034_2_-7_7.8,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-001559,2,P-0060,19,4.14,15,ORD-001559_P-0060_2_19_4.14,True,ORD-001559_P-0060_2_19_4.14,❌ Registro duplicado (CRÍTICO - ORD-001559_P-0060_2_19_4.14 ya existe en data limpia)
ORD-003258,4,P-0007,36,3.58,0,ORD-003258_P-0007_4_36_3.58,True,ORD-003258_P-0007_4_36_3.58,❌ Registro duplicado (CRÍTICO - ORD-003258_P-0007_4_36_3.58 ya existe en data limpia)
ORD-005442,2,P-0059,32,0.0,5,ORD-005442_P-0059_2_32_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-005111,5,P-0105,45,0.0,0,ORD-005111_P-0105_5_45_0.0,False,,precio_unitario: debe ser > 0 (valor: 0.0)
ORD-001120,3,P-0120,21,4.59,5,ORD-001120_P-0120_3_21_4.59,True,ORD-001120_P-0120_3_21_4.59,❌ Registro duplicado (CRÍTICO - ORD-001120_P-0120_3_21_4.59 ya existe en data limpia)
ORD-004404,1,P-0029,-7,2.76,0,ORD-004404_P-0029_1_-7_2.76,False,,cantidad_unidades: debe ser > 0 (valor: -7)
ORD-002395,2,P-0060,-6,4.41,5,ORD-002395_P-0060_2_-6_4.41,False,,cantidad_unidades: debe ser > 0 (valor: -6)
ORD-004687,3,P-0005,-4,6.02,10,ORD-004687_P-0005_3_-4_6.02,False,,cantidad_unidades: debe ser > 0 (valor: -4)
