orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct,new_key,es_duplicado,new_key_original
ORD-003721,2,P-0010,20,6.08,0,ORD-003721_P-0010_2_20_6.08,False,
ORD-003037,6,P-0086,7,6.45,15,ORD-003037_P-0086_6_7_6.45,False,
ORD-002383,2,P-0112,16,6.72,8,ORD-002383_P-0112_2_16_6.72,False,
ORD-005565,2,P-0029,16,2.88,15,ORD-005565_P-0029_2_16_2.88,False,
ORD-000311,1,P-0091,48,3.64,0,ORD-000311_P-0091_1_48_3.64,False,
ORD-004968,2,P-0013,42,2.91,15,ORD-004968_P-0013_2_42_2.91,False,
ORD-003029,1,P-0023,46,2.41,0,ORD-003029_P-0023_1_46_2.41,False,
ORD-000075,3,P-0112,32,6.56,0,ORD-000075_P-0112_3_32_6.56,False,
ORD-003102,3,P-0117,4,4.33,0,ORD-003102_P-0117_3_4_4.33,False,
ORD-004498,2,P-0024,25,2.99,0,ORD-004498_P-0024_2_25_2.99,False,
ORD-002109,1,P-0037,43,7.39,0,ORD-002109_P-0037_1_43_7.39,False,
ORD-003476,5,P-0004,29,5.93,0,ORD-003476_P-0004_5_29_5.93,False,
ORD-005467,1,P-0006,35,4.94,10,ORD-005467_P-0006_1_35_4.94,False,
ORD-000923,2,P-0017,42,3.47,10,ORD-000923_P-0017_2_42_3.47,False,
ORD-002182,1,P-0001,21,7.71,5,ORD-002182_P-0001_1_21_7.71,False,
ORD-001037,6,P-0063,8,4.69,0,ORD-001037_P-0063_6_8_4.69,False,
ORD-004817,1,P-0004,38,5.63,10,ORD-004817_P-0004_1_38_5.63,False,
ORD-002381,4,P-0077,37,3.87,5,ORD-002381_P-0077_4_37_3.87,False,
ORD-001463,5,P-0100,34,5.55,0,ORD-001463_P-0100_5_34_5.55,False,
ORD-000002,1,P-0088,33,4.46,10,ORD-000002_P-0088_1_33_4.46,False,
ORD-001554,3,P-0101,31,4.63,0,ORD-001554_P-0101_3_31_4.63,False,
ORD-004295,5,P-0115,14,2.79,0,ORD-004295_P-0115_5_14_2.79,False,
ORD-004524,1,P-0083,48,3.82,8,ORD-004524_P-0083_1_48_3.82,False,
ORD-003185,2,P-0006,24,4.67,0,ORD-003185_P-0006_2_24_4.67,False,
ORD-004883,3,P-0076,38,2.4,0,ORD-004883_P-0076_3_38_2.4,False,
ORD-000572,1,P-0116,41,3.84,5,ORD-000572_P-0116_1_41_3.84,False,
ORD-004821,2,P-0039,35,6.94,0,ORD-004821_P-0039_2_35_6.94,False,
ORD-003211,6,P-0074,22,7.04,10,ORD-003211_P-0074_6_22_7.04,False,
ORD-003851,2,P-0054,29,4.85,5,ORD-003851_P-0054_2_29_4.85,False,
ORD-000116,3,P-0053,15,7.14,0,ORD-000116_P-0053_3_15_7.14,False,
ORD-005261,6,P-0101,31,4.72,0,ORD-005261_P-0101_6_31_4.72,False,
ORD-005034,5,P-0110,14,4.02,10,ORD-005034_P-0110_5_14_4.02,False,
ORD-004130,4,P-0103,16,3.62,15,ORD-004130_P-0103_4_16_3.62,False,
ORD-000727,2,P-0105,29,4.13,0,ORD-000727_P-0105_2_29_4.13,False,
ORD-004616,1,P-0044,33,1.83,15,ORD-004616_P-0044_1_33_1.83,False,
ORD-003747,5,P-0998,31,2.21,5,ORD-003747_P-0998_5_31_2.21,False,
ORD-002093,3,P-0055,33,4.9,0,ORD-002093_P-0055_3_33_4.9,False,
ORD-000041,4,P-0097,36,5.96,0,ORD-000041_P-0097_4_36_5.96,False,
ORD-004767,3,P-0080,31,4.47,10,ORD-004767_P-0080_3_31_4.47,False,
ORD-004353,2,P-0025,22,3.12,8,ORD-004353_P-0025_2_22_3.12,False,
ORD-004468,1,P-0107,19,5.32,0,ORD-004468_P-0107_1_19_5.32,False,
ORD-000964,2,P-0003,36,4.43,0,ORD-000964_P-0003_2_36_4.43,False,
ORD-000451,3,P-0040,9,6.3,0,ORD-000451_P-0040_3_9_6.3,False,
ORD-002872,5,P-0025,44,3.04,8,ORD-002872_P-0025_5_44_3.04,False,
ORD-001774,3,P-0005,4,6.24,5,ORD-001774_P-0005_3_4_6.24,False,
ORD-001253,1,P-0053,16,7.25,15,ORD-001253_P-0053_1_16_7.25,False,
ORD-001490,2,P-0108,5,2.22,0,ORD-001490_P-0108_2_5_2.22,False,
ORD-000019,5,P-0003,20,4.66,0,ORD-000019_P-0003_5_20_4.66,False,
ORD-004226,3,P-0057,7,7.14,0,ORD-004226_P-0057_3_7_7.14,False,
ORD-005169,2,P-0031,32,3.23,0,ORD-005169_P-0031_2_32_3.23,False,
ORD-000781,1,P-0054,37,4.84,0,ORD-000781_P-0054_1_37_4.84,False,
ORD-001062,2,P-0036,27,3.06,15,ORD-001062_P-0036_2_27_3.06,False,
ORD-005179,1,P-0032,25,6.44,0,ORD-005179_P-0032_1_25_6.44,False,
ORD-003348,5,P-0043,29,4.56,0,ORD-003348_P-0043_5_29_4.56,False,
ORD-005322,2,P-0032,10,6.23,15,ORD-005322_P-0032_2_10_6.23,False,
ORD-003427,3,P-0081,21,7.09,8,ORD-003427_P-0081_3_21_7.09,False,
ORD-003748,2,P-0015,47,3.5,5,ORD-003748_P-0015_2_47_3.5,False,
ORD-004469,3,P-0073,15,5.39,15,ORD-004469_P-0073_3_15_5.39,False,
ORD-001300,1,P-0013,35,2.84,15,ORD-001300_P-0013_1_35_2.84,False,
ORD-001109,5,P-0048,20,1.61,5,ORD-001109_P-0048_5_20_1.61,False,
ORD-003127,3,P-0112,29,6.29,0,ORD-003127_P-0112_3_29_6.29,False,
ORD-004902,1,P-0021,11,3.76,15,ORD-004902_P-0021_1_11_3.76,False,
ORD-004082,3,P-0072,25,2.74,0,ORD-004082_P-0072_3_25_2.74,False,
ORD-003997,5,P-0117,20,4.18,10,ORD-003997_P-0117_5_20_4.18,False,
ORD-001312,4,P-0032,8,6.42,15,ORD-001312_P-0032_4_8_6.42,False,
ORD-004438,1,P-0015,30,3.5,5,ORD-004438_P-0015_1_30_3.5,False,
ORD-003481,2,P-0005,7,5.7,0,ORD-003481_P-0005_2_7_5.7,False,
ORD-001229,1,P-0056,47,4.81,10,ORD-001229_P-0056_1_47_4.81,False,
ORD-001771,1,P-0005,5,6.04,0,ORD-001771_P-0005_1_5_6.04,False,
ORD-005234,4,P-0070,16,1.58,15,ORD-005234_P-0070_4_16_1.58,False,
ORD-005155,2,P-0011,11,1.5,0,ORD-005155_P-0011_2_11_1.5,False,
ORD-002384,1,P-0055,19,4.98,0,ORD-002384_P-0055_1_19_4.98,False,
ORD-005450,6,P-0999,34,2.94,15,ORD-005450_P-0999_6_34_2.94,False,
ORD-004799,3,P-0068,15,1.51,0,ORD-004799_P-0068_3_15_1.51,False,
ORD-001896,2,P-0028,41,7.19,15,ORD-001896_P-0028_2_41_7.19,False,
ORD-001178,5,P-0009,7,3.88,10,ORD-001178_P-0009_5_7_3.88,False,
ORD-001520,1,P-0040,26,6.71,10,ORD-001520_P-0040_1_26_6.71,False,
ORD-003647,4,P-0091,41,3.39,0,ORD-003647_P-0091_4_41_3.39,False,
ORD-004849,2,P-0056,21,4.94,10,ORD-004849_P-0056_2_21_4.94,False,
ORD-001182,1,P-0115,41,2.61,0,ORD-001182_P-0115_1_41_2.61,False,
ORD-005622,2,P-0008,33,3.5,0,ORD-005622_P-0008_2_33_3.5,False,
ORD-003723,3,P-0032,3,6.21,0,ORD-003723_P-0032_3_3_6.21,False,
ORD-000523,3,P-0106,15,4.37,5,ORD-000523_P-0106_3_15_4.37,False,
ORD-004755,1,P-0120,39,4.69,5,ORD-004755_P-0120_1_39_4.69,False,
ORD-002431,1,P-0013,32,2.78,0,ORD-002431_P-0013_1_32_2.78,False,
ORD-002274,6,P-0101,42,4.79,15,ORD-002274_P-0101_6_42_4.79,False,
ORD-001353,2,P-0101,2,4.99,0,ORD-001353_P-0101_2_2_4.99,False,
ORD-002137,2,P-0105,37,4.04,0,ORD-002137_P-0105_2_37_4.04,False,
ORD-001313,1,P-0116,24,3.84,0,ORD-001313_P-0116_1_24_3.84,False,
ORD-001591,4,P-0107,19,5.08,0,ORD-001591_P-0107_4_19_5.08,False,
ORD-000695,1,P-0027,38,3.91,15,ORD-000695_P-0027_1_38_3.91,False,
ORD-003626,1,P-0083,40,3.61,5,ORD-003626_P-0083_1_40_3.61,False,
ORD-004734,1,P-0063,47,5.03,0,ORD-004734_P-0063_1_47_5.03,False,
ORD-000263,1,P-0120,20,4.77,8,ORD-000263_P-0120_1_20_4.77,False,
ORD-000129,1,P-0082,21,5.54,0,ORD-000129_P-0082_1_21_5.54,False,
ORD-002624,1,P-0081,43,7.41,8,ORD-002624_P-0081_1_43_7.41,False,
ORD-003172,1,P-0027,44,3.64,15,ORD-003172_P-0027_1_44_3.64,False,
ORD-005000,2,P-0011,19,1.58,15,ORD-005000_P-0011_2_19_1.58,False,
ORD-000406,4,P-0102,5,3.17,0,ORD-000406_P-0102_4_5_3.17,False,
ORD-004030,1,P-0029,38,2.68,10,ORD-004030_P-0029_1_38_2.68,False,
ORD-004952,2,P-0024,44,3.22,0,ORD-004952_P-0024_2_44_3.22,False,
ORD-004209,1,P-0087,42,3.8,8,ORD-004209_P-0087_1_42_3.8,False,
ORD-000917,1,P-0110,19,4.14,5,ORD-000917_P-0110_1_19_4.14,False,
ORD-003312,3,P-0003,1,4.71,0,ORD-003312_P-0003_3_1_4.71,False,
ORD-001280,1,P-0012,32,3.17,8,ORD-001280_P-0012_1_32_3.17,False,
ORD-001179,1,P-0102,27,3.44,0,ORD-001179_P-0102_1_27_3.44,False,
ORD-003955,1,P-0002,1,8.7,0,ORD-003955_P-0002_1_1_8.7,False,
ORD-001542,5,P-0026,16,8.16,10,ORD-001542_P-0026_5_16_8.16,False,
ORD-001705,5,P-0068,21,1.43,5,ORD-001705_P-0068_5_21_1.43,False,
ORD-005586,3,P-0101,23,4.82,0,ORD-005586_P-0101_3_23_4.82,False,
ORD-001917,2,P-0006,35,5.08,0,ORD-001917_P-0006_2_35_5.08,False,
ORD-005208,2,P-0004,3,5.42,5,ORD-005208_P-0004_2_3_5.42,False,
ORD-001336,1,P-0100,28,5.53,0,ORD-001336_P-0100_1_28_5.53,False,
ORD-000913,2,P-0102,40,3.4,10,ORD-000913_P-0102_2_40_3.4,False,
ORD-001107,4,P-0024,9,3.05,0,ORD-001107_P-0024_4_9_3.05,False,
ORD-005207,3,P-0077,45,3.68,5,ORD-005207_P-0077_3_45_3.68,False,
ORD-000794,3,P-0053,44,7.16,0,ORD-000794_P-0053_3_44_7.16,False,
ORD-005168,3,P-0117,22,4.29,10,ORD-005168_P-0117_3_22_4.29,False,
ORD-000624,4,P-0116,5,3.73,15,ORD-000624_P-0116_4_5_3.73,False,
ORD-000339,1,P-0004,37,5.5,8,ORD-000339_P-0004_1_37_5.5,False,
ORD-004543,5,P-0041,14,6.67,5,ORD-004543_P-0041_5_14_6.67,False,
ORD-001894,6,P-0056,9,5.0,10,ORD-001894_P-0056_6_9_5.0,False,
ORD-002370,4,P-0042,30,2.56,8,ORD-002370_P-0042_4_30_2.56,False,
ORD-001597,4,P-0004,47,5.86,15,ORD-001597_P-0004_4_47_5.86,False,
ORD-003237,1,P-0005,32,6.17,10,ORD-003237_P-0005_1_32_6.17,False,
ORD-003702,5,P-0089,3,6.83,8,ORD-003702_P-0089_5_3_6.83,False,
ORD-004167,2,P-0115,6,2.83,10,ORD-004167_P-0115_2_6_2.83,False,
ORD-003520,4,P-0042,37,2.5,0,ORD-003520_P-0042_4_37_2.5,False,
ORD-004292,5,P-0093,23,4.94,0,ORD-004292_P-0093_5_23_4.94,False,
ORD-003884,3,P-0053,40,7.37,10,ORD-003884_P-0053_3_40_7.37,False,
ORD-002028,3,P-0092,6,6.2,15,ORD-002028_P-0092_3_6_6.2,False,
ORD-003512,1,P-0120,5,4.63,10,ORD-003512_P-0120_1_5_4.63,False,
ORD-001782,5,P-0088,19,4.78,0,ORD-001782_P-0088_5_19_4.78,False,
ORD-002976,1,P-0061,29,5.23,0,ORD-002976_P-0061_1_29_5.23,False,
ORD-004385,2,P-0104,1,3.86,5,ORD-004385_P-0104_2_1_3.86,False,
ORD-000256,2,P-0061,11,5.17,15,ORD-000256_P-0061_2_11_5.17,False,
ORD-002963,2,P-0066,2,2.89,0,ORD-002963_P-0066_2_2_2.89,False,
ORD-000839,2,P-0047,2,6.86,0,ORD-000839_P-0047_2_2_6.86,False,
ORD-003623,3,P-0044,27,1.82,15,ORD-003623_P-0044_3_27_1.82,False,
ORD-002492,2,P-0079,46,6.36,0,ORD-002492_P-0079_2_46_6.36,False,
ORD-004650,6,P-0060,25,4.41,5,ORD-004650_P-0060_6_25_4.41,False,
ORD-003976,1,P-0050,42,4.25,0,ORD-003976_P-0050_1_42_4.25,False,
ORD-004407,3,P-0001,46,7.66,5,ORD-004407_P-0001_3_46_7.66,False,
ORD-000892,2,P-0082,22,5.42,0,ORD-000892_P-0082_2_22_5.42,False,
ORD-001280,2,P-0025,15,3.08,0,ORD-001280_P-0025_2_15_3.08,False,
ORD-001640,5,P-0103,41,3.61,0,ORD-001640_P-0103_5_41_3.61,False,
ORD-005220,5,P-0075,46,5.89,10,ORD-005220_P-0075_5_46_5.89,False,
ORD-000949,3,P-0094,22,5.83,0,ORD-000949_P-0094_3_22_5.83,False,
ORD-005226,1,P-0083,31,3.54,10,ORD-005226_P-0083_1_31_3.54,False,
ORD-002902,1,P-0071,42,8.85,8,ORD-002902_P-0071_1_42_8.85,False,
ORD-005591,3,P-0014,30,3.38,0,ORD-005591_P-0014_3_30_3.38,False,
ORD-002342,2,P-0040,35,6.34,0,ORD-002342_P-0040_2_35_6.34,False,
ORD-001474,1,P-0093,5,5.25,15,ORD-001474_P-0093_1_5_5.25,False,
ORD-004331,1,P-0061,43,4.98,10,ORD-004331_P-0061_1_43_4.98,False,
ORD-005637,2,P-0057,14,7.08,15,ORD-005637_P-0057_2_14_7.08,False,
ORD-000376,3,P-0997,26,6.03,0,ORD-000376_P-0997_3_26_6.03,False,
ORD-004291,5,P-0069,20,1.51,8,ORD-004291_P-0069_5_20_1.51,False,
ORD-001215,1,P-0005,15,6.03,15,ORD-001215_P-0005_1_15_6.03,False,
ORD-000385,2,P-0078,38,7.9,0,ORD-000385_P-0078_2_38_7.9,False,
ORD-003205,1,P-0117,24,4.27,5,ORD-003205_P-0117_1_24_4.27,False,
ORD-003832,1,P-0010,41,6.14,15,ORD-003832_P-0010_1_41_6.14,False,
ORD-001138,1,P-0117,6,4.51,5,ORD-001138_P-0117_1_6_4.51,False,
ORD-000154,2,P-0062,48,2.51,0,ORD-000154_P-0062_2_48_2.51,False,
ORD-002158,4,P-0047,14,6.45,10,ORD-002158_P-0047_4_14_6.45,False,
ORD-004710,5,P-0015,36,3.46,0,ORD-004710_P-0015_5_36_3.46,False,
ORD-001030,1,P-0057,48,6.88,0,ORD-001030_P-0057_1_48_6.88,False,
ORD-004978,3,P-0046,34,3.15,0,ORD-004978_P-0046_3_34_3.15,False,
ORD-003203,3,P-0081,21,7.42,5,ORD-003203_P-0081_3_21_7.42,False,
ORD-004101,1,P-0057,27,7.37,15,ORD-004101_P-0057_1_27_7.37,False,
ORD-003170,2,P-0001,19,7.19,0,ORD-003170_P-0001_2_19_7.19,False,
ORD-002528,3,P-0018,15,2.94,5,ORD-002528_P-0018_3_15_2.94,False,
ORD-002148,5,P-0118,9,4.67,15,ORD-002148_P-0118_5_9_4.67,False,
ORD-004641,6,P-0052,34,3.87,10,ORD-004641_P-0052_6_34_3.87,False,
ORD-002161,1,P-0002,32,8.15,5,ORD-002161_P-0002_1_32_8.15,False,
ORD-003940,3,P-0014,35,3.19,0,ORD-003940_P-0014_3_35_3.19,False,
ORD-002643,3,P-0040,5,6.95,0,ORD-002643_P-0040_3_5_6.95,False,
ORD-000873,1,P-0001,15,7.64,0,ORD-000873_P-0001_1_15_7.64,False,
ORD-001565,3,P-0094,12,6.03,5,ORD-001565_P-0094_3_12_6.03,False,
ORD-002679,5,P-0002,24,8.73,15,ORD-002679_P-0002_5_24_8.73,False,
ORD-001075,1,P-0091,3,3.41,8,ORD-001075_P-0091_1_3_3.41,False,
ORD-003810,1,P-0084,40,4.07,8,ORD-003810_P-0084_1_40_4.07,False,
ORD-005343,2,P-0032,19,6.55,15,ORD-005343_P-0032_2_19_6.55,False,
ORD-004145,2,P-0071,41,9.04,8,ORD-004145_P-0071_2_41_9.04,False,
ORD-001826,1,P-0038,27,5.43,15,ORD-001826_P-0038_1_27_5.43,False,
ORD-002382,2,P-0041,42,6.9,0,ORD-002382_P-0041_2_42_6.9,False,
ORD-003652,2,P-0120,2,5.0,8,ORD-003652_P-0120_2_2_5.0,False,
ORD-002274,5,P-0078,26,8.5,0,ORD-002274_P-0078_5_26_8.5,False,
ORD-000959,3,P-0085,43,7.19,0,ORD-000959_P-0085_3_43_7.19,False,
ORD-000720,4,P-0113,10,2.68,8,ORD-000720_P-0113_4_10_2.68,False,
ORD-001880,2,P-0089,16,6.84,8,ORD-001880_P-0089_2_16_6.84,False,
ORD-003347,3,P-0055,42,5.14,5,ORD-003347_P-0055_3_42_5.14,False,
ORD-000948,1,P-0016,40,5.25,0,ORD-000948_P-0016_1_40_5.25,False,
ORD-004144,1,P-0107,45,5.13,0,ORD-004144_P-0107_1_45_5.13,False,
ORD-000526,1,P-0055,11,5.12,0,ORD-000526_P-0055_1_11_5.12,False,
ORD-004980,2,P-0011,24,1.54,0,ORD-004980_P-0011_2_24_1.54,False,
ORD-002072,3,P-0049,13,2.42,0,ORD-002072_P-0049_3_13_2.42,False,
ORD-001763,1,P-0052,30,3.77,0,ORD-001763_P-0052_1_30_3.77,False,
ORD-002201,5,P-0078,44,8.18,10,ORD-002201_P-0078_5_44_8.18,False,
ORD-001603,4,P-0043,12,4.75,10,ORD-001603_P-0043_4_12_4.75,False,
ORD-002791,2,P-0084,3,4.22,15,ORD-002791_P-0084_2_3_4.22,False,
ORD-002131,1,P-0084,45,3.87,0,ORD-002131_P-0084_1_45_3.87,False,
ORD-004337,6,P-0109,37,6.27,0,ORD-004337_P-0109_6_37_6.27,False,
ORD-004626,3,P-0063,11,4.71,15,ORD-004626_P-0063_3_11_4.71,False,
ORD-001065,3,P-0086,28,6.34,15,ORD-001065_P-0086_3_28_6.34,False,
ORD-000352,2,P-0048,2,1.64,0,ORD-000352_P-0048_2_2_1.64,False,
ORD-004179,2,P-0026,26,8.45,5,ORD-004179_P-0026_2_26_8.45,False,
ORD-005315,1,P-0038,18,5.88,8,ORD-005315_P-0038_1_18_5.88,False,
ORD-004506,3,P-0051,31,4.57,8,ORD-004506_P-0051_3_31_4.57,False,
ORD-001393,3,P-0048,17,1.58,5,ORD-001393_P-0048_3_17_1.58,False,
ORD-001156,6,P-0054,25,4.8,0,ORD-001156_P-0054_6_25_4.8,False,
ORD-004930,6,P-0100,43,5.1,10,ORD-004930_P-0100_6_43_5.1,False,
ORD-000784,2,P-0037,29,7.1,8,ORD-000784_P-0037_2_29_7.1,False,
ORD-001570,3,P-0076,20,2.29,15,ORD-001570_P-0076_3_20_2.29,False,
ORD-000911,3,P-0106,37,4.48,0,ORD-000911_P-0106_3_37_4.48,False,
ORD-003085,5,P-0004,46,5.89,0,ORD-003085_P-0004_5_46_5.89,False,
ORD-000793,1,P-0092,29,6.24,0,ORD-000793_P-0092_1_29_6.24,False,
ORD-002891,3,P-0111,41,3.91,10,ORD-002891_P-0111_3_41_3.91,False,
ORD-004062,2,P-0083,31,3.5,8,ORD-004062_P-0083_2_31_3.5,False,
ORD-005400,2,P-0007,27,3.58,0,ORD-005400_P-0007_2_27_3.58,False,
ORD-000146,2,P-0067,34,6.51,0,ORD-000146_P-0067_2_34_6.51,False,
ORD-002516,5,P-0056,42,4.57,0,ORD-002516_P-0056_5_42_4.57,False,
ORD-001031,2,P-0043,1,4.79,15,ORD-001031_P-0043_2_1_4.79,False,
ORD-002155,2,P-0016,11,5.29,10,ORD-002155_P-0016_2_11_5.29,False,
ORD-001652,3,P-0089,18,6.98,5,ORD-001652_P-0089_3_18_6.98,False,
ORD-001340,1,P-0072,14,2.78,8,ORD-001340_P-0072_1_14_2.78,False,
ORD-005546,2,P-0021,43,3.66,0,ORD-005546_P-0021_2_43_3.66,False,
ORD-004381,1,P-0037,30,7.29,10,ORD-004381_P-0037_1_30_7.29,False,
ORD-001802,5,P-0050,48,4.16,8,ORD-001802_P-0050_5_48_4.16,False,
ORD-000759,3,P-0110,22,4.06,5,ORD-000759_P-0110_3_22_4.06,False,
ORD-004042,3,P-0066,22,2.89,0,ORD-004042_P-0066_3_22_2.89,False,
ORD-002073,2,P-0098,19,4.42,0,ORD-002073_P-0098_2_19_4.42,False,
ORD-003089,3,P-0046,15,2.89,10,ORD-003089_P-0046_3_15_2.89,False,
ORD-004117,1,P-0044,14,1.94,0,ORD-004117_P-0044_1_14_1.94,False,
ORD-003358,1,P-0013,2,2.75,15,ORD-003358_P-0013_1_2_2.75,False,
ORD-003397,3,P-0111,13,3.69,0,ORD-003397_P-0111_3_13_3.69,False,
ORD-000857,2,P-0063,25,5.09,15,ORD-000857_P-0063_2_25_5.09,False,
ORD-001319,1,P-0100,36,5.33,8,ORD-001319_P-0100_1_36_5.33,False,
ORD-004579,2,P-0073,41,5.32,8,ORD-004579_P-0073_2_41_5.32,False,
ORD-001159,1,P-0051,20,4.68,0,ORD-001159_P-0051_1_20_4.68,False,
ORD-004792,4,P-0009,32,4.04,10,ORD-004792_P-0009_4_32_4.04,False,
ORD-001001,3,P-0069,45,1.5,0,ORD-001001_P-0069_3_45_1.5,False,
ORD-002595,6,P-0043,3,4.85,5,ORD-002595_P-0043_6_3_4.85,False,
ORD-000768,4,P-0015,47,3.4,10,ORD-000768_P-0015_4_47_3.4,False,
ORD-000299,4,P-0017,47,3.34,8,ORD-000299_P-0017_4_47_3.34,False,
ORD-000860,3,P-0053,7,7.13,8,ORD-000860_P-0053_3_7_7.13,False,
ORD-000027,3,P-0065,24,6.17,0,ORD-000027_P-0065_3_24_6.17,False,
ORD-002356,4,P-0093,23,5.02,5,ORD-002356_P-0093_4_23_5.02,False,
ORD-005235,1,P-0014,40,3.34,5,ORD-005235_P-0014_1_40_3.34,False,
ORD-002723,3,P-0036,48,3.14,0,ORD-002723_P-0036_3_48_3.14,False,
ORD-001698,4,P-0055,10,4.81,10,ORD-001698_P-0055_4_10_4.81,False,
ORD-004319,1,P-0067,7,6.32,15,ORD-004319_P-0067_1_7_6.32,False,
ORD-001862,3,P-0107,15,5.21,8,ORD-001862_P-0107_3_15_5.21,False,
ORD-002122,3,P-0098,45,4.74,8,ORD-002122_P-0098_3_45_4.74,False,
ORD-000015,3,P-0037,22,7.58,0,ORD-000015_P-0037_3_22_7.58,False,
ORD-004124,1,P-0997,30,5.72,0,ORD-004124_P-0997_1_30_5.72,False,
ORD-005342,3,P-0097,25,6.04,5,ORD-005342_P-0097_3_25_6.04,False,
ORD-002125,2,P-0120,2,4.72,8,ORD-002125_P-0120_2_2_4.72,False,
ORD-003618,1,P-0047,41,6.8,10,ORD-003618_P-0047_1_41_6.8,False,
ORD-004165,2,P-0019,37,3.61,15,ORD-004165_P-0019_2_37_3.61,False,
ORD-005392,3,P-0005,22,5.75,10,ORD-005392_P-0005_3_22_5.75,False,
ORD-002363,2,P-0072,48,2.98,15,ORD-002363_P-0072_2_48_2.98,False,
ORD-005103,6,P-0012,22,3.24,0,ORD-005103_P-0012_6_22_3.24,False,
ORD-003228,1,P-0024,18,3.06,5,ORD-003228_P-0024_1_18_3.06,False,
ORD-000251,1,P-0029,15,2.65,15,ORD-000251_P-0029_1_15_2.65,False,
ORD-004756,1,P-0112,23,6.13,0,ORD-004756_P-0112_1_23_6.13,False,
ORD-002009,3,P-0115,38,2.71,0,ORD-002009_P-0115_3_38_2.71,False,
ORD-001305,4,P-0007,7,3.68,8,ORD-001305_P-0007_4_7_3.68,False,
ORD-001260,1,P-0102,42,3.45,8,ORD-001260_P-0102_1_42_3.45,False,
ORD-003928,1,P-0104,14,3.87,10,ORD-003928_P-0104_1_14_3.87,False,
ORD-003948,1,P-0008,3,3.54,0,ORD-003948_P-0008_1_3_3.54,False,
ORD-002144,1,P-0041,3,6.31,15,ORD-002144_P-0041_1_3_6.31,False,
ORD-004765,5,P-0003,48,4.71,5,ORD-004765_P-0003_5_48_4.71,False,
ORD-001595,3,P-0085,37,7.59,0,ORD-001595_P-0085_3_37_7.59,False,
ORD-001087,3,P-0059,22,6.74,0,ORD-001087_P-0059_3_22_6.74,False,
ORD-004758,5,P-0059,20,6.77,8,ORD-004758_P-0059_5_20_6.77,False,
ORD-001223,5,P-0057,48,7.4,0,ORD-001223_P-0057_5_48_7.4,False,
ORD-001167,2,P-0067,19,6.09,0,ORD-001167_P-0067_2_19_6.09,False,
ORD-002734,5,P-0013,39,2.68,0,ORD-002734_P-0013_5_39_2.68,False,
ORD-002873,1,P-0037,23,6.99,5,ORD-002873_P-0037_1_23_6.99,False,
ORD-002112,3,P-0080,28,4.62,0,ORD-002112_P-0080_3_28_4.62,False,
ORD-001486,3,P-0087,40,3.72,5,ORD-001486_P-0087_3_40_3.72,False,
ORD-001310,1,P-0065,32,6.16,0,ORD-001310_P-0065_1_32_6.16,False,
ORD-000171,1,P-0026,37,8.55,0,ORD-000171_P-0026_1_37_8.55,False,
ORD-001014,5,P-0028,2,6.76,0,ORD-001014_P-0028_5_2_6.76,False,
ORD-003931,3,P-0036,5,3.1,8,ORD-003931_P-0036_3_5_3.1,False,
ORD-003939,3,P-0048,34,1.6,5,ORD-003939_P-0048_3_34_1.6,False,
ORD-001204,2,P-0113,26,2.68,0,ORD-001204_P-0113_2_26_2.68,False,
ORD-002612,3,P-0073,21,5.25,8,ORD-002612_P-0073_3_21_5.25,False,
ORD-002705,3,P-0083,39,3.47,10,ORD-002705_P-0083_3_39_3.47,False,
ORD-002013,3,P-0015,28,3.19,0,ORD-002013_P-0015_3_28_3.19,False,
ORD-004070,2,P-0078,32,8.24,8,ORD-004070_P-0078_2_32_8.24,False,
ORD-004829,1,P-0079,23,6.77,10,ORD-004829_P-0079_1_23_6.77,False,
ORD-005118,2,P-0001,1,7.27,5,ORD-005118_P-0001_2_1_7.27,False,
ORD-004134,1,P-0029,41,2.83,0,ORD-004134_P-0029_1_41_2.83,False,
ORD-002047,1,P-0111,29,3.88,0,ORD-002047_P-0111_1_29_3.88,False,
ORD-001082,2,P-0080,39,4.36,0,ORD-001082_P-0080_2_39_4.36,False,
ORD-004031,1,P-0073,33,5.41,0,ORD-004031_P-0073_1_33_5.41,False,
ORD-004675,3,P-0061,11,4.94,10,ORD-004675_P-0061_3_11_4.94,False,
ORD-003144,3,P-0075,39,5.34,0,ORD-003144_P-0075_3_39_5.34,False,
ORD-001982,1,P-0997,36,5.94,8,ORD-001982_P-0997_1_36_5.94,False,
ORD-004475,5,P-0089,42,6.87,0,ORD-004475_P-0089_5_42_6.87,False,
ORD-003687,2,P-0066,47,2.76,5,ORD-003687_P-0066_2_47_2.76,False,
ORD-003007,1,P-0047,39,7.0,0,ORD-003007_P-0047_1_39_7.0,False,
ORD-000545,1,P-0068,7,1.53,15,ORD-000545_P-0068_1_7_1.53,False,
ORD-005408,1,P-0070,3,1.61,0,ORD-005408_P-0070_1_3_1.61,False,
ORD-001386,2,P-0041,17,6.34,0,ORD-001386_P-0041_2_17_6.34,False,
ORD-002188,5,P-0099,3,4.51,0,ORD-002188_P-0099_5_3_4.51,False,
ORD-002601,4,P-0038,7,5.46,0,ORD-002601_P-0038_4_7_5.46,False,
ORD-002003,2,P-0011,15,1.5,10,ORD-002003_P-0011_2_15_1.5,False,
