orden_id,linea,producto_id,cantidad_unidades,precio_unitario,descuento_pct
ORD-004469,2,P-0095,24,3.85,15
ORD-000127,2,P-0081,-4,6.85,15
ORD-000215,2,P-0027,2,3.81,5
ORD-001361,2,P-0009,2,4.03,10
ORD-002793,1,P-0013,7,2.8,10
ORD-005231,2,P-0033,28,7.64,15
ORD-005506,1,P-0005,40,6.17,0
ORD-005236,3,P-0055,9,4.78,10
ORD-001888,1,P-0023,46,2.36,0
ORD-000745,6,P-0119,38,4.47,0
ORD-003922,1,P-0076,30,0.0,0
ORD-001008,2,P-0018,24,2.78,0
ORD-003865,2,P-0008,23,3.68,15
ORD-003831,5,P-0107,38,5.13,8
ORD-003137,3,P-0036,35,3.01,8
ORD-005244,2,P-0102,4,3.34,0
ORD-005399,1,P-0999,36,2.95,8
ORD-003888,1,P-0006,6,4.75,10
ORD-000230,1,P-0076,21,2.31,15
ORD-003417,1,P-0064,34,6.09,15
ORD-002068,3,P-0007,23,3.55,0
ORD-003071,1,P-0032,9,6.11,8
ORD-002022,2,P-0046,25,2.9,5
ORD-001791,1,P-0017,23,3.48,0
ORD-002491,5,P-0024,13,3.05,0
ORD-001161,3,P-0012,37,3.17,0
ORD-004087,3,P-0023,1,2.44,8
ORD-000985,6,P-0071,3,9.05,0
ORD-001808,5,P-0100,44,5.4,15
ORD-003650,2,P-0100,10,5.24,0
ORD-001273,1,P-0005,7,5.74,0
ORD-000931,1,P-0036,30,3.0,0
ORD-002973,4,P-0105,36,4.25,5
ORD-003842,5,P-0013,37,2.7,0
ORD-002302,6,P-0086,35,6.83,15
ORD-001767,2,P-0027,33,3.85,0
ORD-004863,2,P-0037,21,7.21,15
ORD-005623,1,P-0096,32,5.27,0
ORD-003919,1,P-0080,19,4.46,0
ORD-004338,3,P-0004,10,5.84,10
ORD-001426,3,P-0087,15,3.75,0
ORD-002697,1,P-0009,24,3.89,5
ORD-003410,1,P-0030,37,2.43,0
ORD-001601,4,P-0120,46,5.06,5
ORD-003816,5,P-0047,7,6.81,0
ORD-003091,1,P-0118,8,4.72,0
ORD-003551,4,P-0096,3,5.38,0
ORD-003258,4,P-0007,36,3.58,0
ORD-004801,6,P-0007,19,3.53,0
ORD-000265,1,P-0050,39,4.38,8
ORD-003374,1,P-0015,34,3.27,5
ORD-002810,2,P-0067,11,6.14,0
ORD-003523,1,P-0008,34,3.46,15
ORD-004268,2,P-0018,45,2.74,0
ORD-004154,2,P-0013,30,2.75,0
ORD-003559,4,P-0092,30,6.36,15
ORD-001644,1,P-0021,10,3.9,0
ORD-005449,1,P-0035,40,6.19,0
ORD-001563,2,P-0076,25,2.36,15
ORD-001526,1,P-0048,13,1.69,0
ORD-001217,6,P-0028,26,6.71,8
ORD-002386,1,P-0999,29,3.14,0
ORD-003633,2,P-0038,22,5.52,0
ORD-003064,1,P-0106,21,4.2,0
ORD-003474,1,P-0033,29,0.0,8
ORD-003953,3,P-0077,22,3.79,0
ORD-003661,1,P-0079,20,6.88,10
ORD-000643,2,P-0015,30,3.29,5
ORD-000454,2,P-0095,47,3.77,0
ORD-002737,2,P-0110,29,4.35,0
ORD-003002,5,P-0069,18,0.0,15
ORD-000834,2,P-0003,46,4.79,0
ORD-002928,3,P-0056,4,4.9,0
ORD-000700,3,P-0055,42,4.85,0
ORD-001555,2,P-0020,27,3.33,0
ORD-004037,1,P-0086,20,6.53,5
ORD-002472,1,P-0019,25,3.64,0
ORD-003233,2,P-0093,36,5.28,0
ORD-000207,2,P-0090,15,6.96,0
ORD-000773,3,P-0079,18,6.59,10
ORD-001608,1,P-0042,24,2.46,0
ORD-005216,4,P-0030,17,2.28,0
ORD-001897,1,P-0032,45,6.26,15
ORD-005160,1,P-0096,10,5.0,0
ORD-003958,1,P-0080,19,4.3,0
ORD-002539,2,P-0022,26,1.66,5
ORD-000416,1,P-0044,5,1.92,15
ORD-000424,1,P-0057,46,6.96,5
ORD-000293,2,P-0048,10,1.66,0
ORD-004707,3,P-0042,9,2.62,0
ORD-000516,6,P-0026,48,8.11,0
ORD-001030,2,P-0048,5,1.72,0
ORD-005481,1,P-0101,4,0.0,8
ORD-003943,1,P-0006,38,0.0,8
ORD-004609,5,P-0059,42,6.56,0
ORD-003341,4,P-0041,48,6.34,10
ORD-005000,4,P-0071,3,8.35,5
ORD-005412,2,P-0067,38,6.01,0
ORD-004810,1,P-0086,30,6.77,8
ORD-005463,2,P-0088,33,4.75,5
ORD-004557,5,P-0024,33,3.17,5
ORD-005494,1,P-0104,41,4.0,0
ORD-003776,3,P-0042,37,2.41,0
ORD-005578,6,P-0018,12,2.68,5
ORD-000402,3,P-0038,10,5.76,0
ORD-003601,4,P-0040,13,6.63,0
ORD-000525,5,P-0017,29,3.28,5
ORD-003193,1,P-0009,8,4.06,0
ORD-004457,3,P-0066,46,2.8,8
ORD-005567,1,P-0024,16,3.09,0
ORD-000906,4,P-0034,30,7.96,0
ORD-001903,1,P-0004,-4,5.77,5
ORD-001156,3,P-0104,-5,3.89,0
ORD-000885,1,P-0013,25,2.95,0
ORD-001235,2,P-0016,31,5.37,0
ORD-001618,4,P-0050,2,4.51,5
ORD-003026,2,P-0038,38,5.84,10
ORD-001052,2,P-0056,43,4.6,0
ORD-004448,5,P-0064,28,5.89,0
ORD-003783,1,P-0106,38,4.14,8
ORD-002472,4,P-0084,24,4.01,8
ORD-002971,1,P-0060,32,4.18,15
ORD-003341,5,P-0115,29,2.78,10
ORD-005215,2,P-0106,17,4.44,8
ORD-004857,4,P-0009,11,3.73,0
ORD-003647,2,P-0044,26,1.96,8
ORD-002409,2,P-0109,21,6.1,10
ORD-000417,2,P-0064,9,6.02,0
ORD-003344,1,P-0027,46,3.85,8
ORD-005103,3,P-0024,23,3.04,0
ORD-001112,4,P-0086,32,6.66,0
ORD-005125,4,P-0029,16,0.0,10
ORD-004230,1,P-0092,9,5.88,8
ORD-002548,5,P-0107,28,4.94,0
ORD-001446,1,P-0092,3,6.11,0
ORD-001142,4,P-0112,13,6.42,8
ORD-004546,3,P-0079,7,6.59,0
ORD-003381,2,P-0100,10,5.44,10
ORD-003999,2,P-0074,30,6.75,0
ORD-004580,2,P-0054,47,5.08,0
ORD-005362,3,P-0052,34,3.6,8
ORD-003436,3,P-0003,44,4.8,15
ORD-005201,1,P-0087,21,3.56,10
ORD-003529,1,P-0036,21,3.29,15
ORD-000089,1,P-0114,-5,4.1,0
ORD-001203,2,P-0087,34,3.72,0
ORD-003571,3,P-0108,2,2.17,0
ORD-002303,1,P-0008,44,3.8,0
ORD-003233,6,P-0104,17,3.86,8
ORD-001096,5,P-0043,48,4.72,5
ORD-005365,1,P-0025,26,3.02,0
ORD-003366,3,P-0102,33,3.46,8
ORD-003614,4,P-0997,13,5.94,0
ORD-003568,2,P-0097,16,5.89,10
ORD-001070,1,P-0018,44,2.77,5
ORD-002342,4,P-0047,43,6.52,8
ORD-001055,4,P-0045,32,5.9,0
ORD-004896,2,P-0097,25,6.12,10
ORD-000721,3,P-0041,37,6.45,0
ORD-004934,4,P-0035,2,6.37,8
ORD-002107,1,P-0042,17,2.52,0
ORD-001129,2,P-0026,34,8.54,8
ORD-002090,2,P-0108,31,2.23,15
ORD-001833,6,P-0106,47,4.39,10
ORD-001661,1,P-0060,22,4.41,15
ORD-000608,3,P-0015,15,3.33,15
ORD-004555,1,P-0099,42,4.2,15
ORD-002163,1,P-0006,27,4.99,5
ORD-000740,1,P-0092,6,6.34,0
ORD-000393,1,P-0024,15,3.2,0
ORD-001112,2,P-0012,35,3.04,0
ORD-000284,2,P-0058,36,6.28,0
ORD-004291,2,P-0026,48,8.32,10
ORD-003733,1,P-0015,6,3.42,8
ORD-000084,1,P-0102,32,3.25,0
ORD-000374,2,P-0070,11,1.51,0
ORD-001838,1,P-0091,18,3.52,0
ORD-005635,3,P-0096,6,5.21,8
ORD-001715,6,P-0105,17,3.99,0
ORD-002415,2,P-0114,40,4.05,0
ORD-001682,1,P-0093,32,0.0,15
ORD-001252,1,P-0020,14,3.33,0
ORD-003995,2,P-0085,13,0.0,0
ORD-000618,4,P-0108,21,2.27,0
ORD-002516,4,P-0043,18,4.97,0
ORD-003854,4,P-0093,32,5.29,0
ORD-004898,1,P-0049,16,2.4,0
ORD-004148,2,P-0113,44,2.71,10
ORD-004356,3,P-0063,20,4.79,5
ORD-005345,1,P-0099,28,4.23,0
ORD-001057,3,P-0087,10,3.58,0
ORD-002829,4,P-0070,37,1.52,0
ORD-000428,4,P-0024,12,3.02,0
ORD-001001,5,P-0083,33,3.55,5
ORD-000402,1,P-0073,33,5.41,0
ORD-005004,3,P-0039,13,6.75,0
ORD-001612,6,P-0083,38,3.46,0
ORD-005068,1,P-0066,23,2.85,10
ORD-005429,3,P-0091,42,3.35,0
ORD-002446,3,P-0052,25,0.0,0
ORD-001949,1,P-0036,48,3.05,0
ORD-003181,3,P-0079,3,6.82,5
ORD-001032,2,P-0093,9,5.39,10
ORD-000595,6,P-0008,18,3.73,0
ORD-002249,2,P-0002,8,8.11,10
ORD-004521,3,P-0036,30,3.25,15
ORD-003213,1,P-0090,35,7.34,0
ORD-000015,6,P-0009,2,3.8,8
ORD-005244,5,P-0012,46,3.1,0
ORD-004367,2,P-0094,15,5.69,15
ORD-002169,5,P-0055,26,5.21,0
ORD-004254,2,P-0005,25,6.26,15
ORD-002491,1,P-0112,41,6.29,5
ORD-004105,4,P-0048,46,1.61,0
ORD-000845,4,P-0109,38,6.1,8
ORD-001584,3,P-0088,46,4.63,10
ORD-000976,2,P-0093,26,5.33,10
ORD-001079,1,P-0011,4,1.62,15
ORD-000125,3,P-0042,8,2.52,0
ORD-003252,1,P-0109,17,5.92,0
ORD-004541,6,P-0082,32,5.05,15
ORD-002667,6,P-0005,25,5.95,0
ORD-002923,1,P-0063,32,5.04,5
ORD-003250,1,P-0014,32,3.19,5
ORD-004317,1,P-0082,9,5.15,10
ORD-001950,2,P-0097,7,5.98,15
ORD-002818,4,P-0020,18,3.47,10
ORD-004920,3,P-0089,39,6.86,5
ORD-000038,3,P-0114,3,4.08,0
ORD-000899,1,P-0024,26,3.07,0
ORD-000699,1,P-0015,7,3.37,0
ORD-003163,2,P-0043,19,4.98,0
ORD-000975,3,P-0078,25,8.54,0
ORD-004153,3,P-0055,30,5.02,0
ORD-000883,3,P-0023,17,2.33,0
ORD-002008,2,P-0038,12,5.34,0
ORD-003944,1,P-0086,33,6.73,10
ORD-004529,1,P-0120,44,4.87,0
ORD-005513,3,P-0079,20,6.47,5
ORD-000780,4,P-0999,20,3.0,0
ORD-003848,2,P-0008,31,3.62,0
ORD-003105,5,P-0098,9,4.49,0
ORD-000963,2,P-0035,3,6.29,10
ORD-004271,5,P-0046,11,3.05,0
ORD-004687,1,P-0076,37,2.37,0
ORD-001522,5,P-0029,2,2.75,10
ORD-002550,3,P-0085,13,7.65,0
ORD-004703,3,P-0058,24,6.05,0
ORD-001468,1,P-0001,20,7.42,0
ORD-002257,1,P-0997,4,6.18,15
ORD-001396,5,P-0018,38,2.93,0
ORD-001025,3,P-0098,8,4.31,10
ORD-002977,1,P-0055,15,4.85,15
ORD-001259,4,P-0046,30,2.88,0
ORD-004437,1,P-0031,15,3.15,0
ORD-002148,1,P-0095,35,4.02,10
ORD-002462,1,P-0039,2,6.57,5
ORD-002834,2,P-0102,47,3.39,10
ORD-000449,4,P-0052,4,3.67,0
ORD-004620,3,P-0015,2,3.42,0
ORD-002696,4,P-0019,35,3.36,10
ORD-004285,4,P-0024,46,3.23,5
ORD-004879,4,P-0007,18,3.53,0
ORD-000595,2,P-0035,6,6.17,0
ORD-000915,4,P-0056,11,4.59,0
ORD-004197,6,P-0028,47,6.63,5
ORD-004506,4,P-0116,35,3.9,0
ORD-002065,2,P-0109,37,5.97,15
ORD-000905,4,P-0057,11,7.01,5
ORD-001761,1,P-0084,4,3.9,0
ORD-004471,1,P-0052,24,3.59,0
ORD-004469,2,P-0095,24,3.85,15
ORD-001047,1,P-0110,1,4.32,0
ORD-001934,1,P-0001,29,7.74,0
ORD-003032,6,P-0029,15,2.86,8
ORD-004718,4,P-0046,17,2.95,0
ORD-001192,2,P-0063,27,4.86,10
ORD-002383,1,P-0035,27,6.48,0
ORD-002373,1,P-0089,40,6.46,0
ORD-003733,3,P-0051,26,4.6,0
ORD-003316,1,P-0019,38,3.68,0
ORD-004094,2,P-0049,25,2.33,0
ORD-002618,3,P-0053,19,7.46,0
ORD-003255,6,P-0029,22,2.74,8
ORD-002434,3,P-0011,29,1.52,5
ORD-000582,3,P-0068,30,1.43,0
ORD-003930,2,P-0083,23,3.74,0
ORD-003487,5,P-0093,44,5.34,15
ORD-002656,2,P-0084,19,4.04,0
ORD-004149,3,P-0060,40,4.37,0
ORD-003693,2,P-0078,4,8.56,0
ORD-004825,1,P-0083,17,3.68,5
ORD-005394,2,P-0017,9,3.35,0
ORD-004917,3,P-0096,47,5.27,0
ORD-002631,4,P-0088,40,4.35,8
ORD-004826,5,P-0098,28,4.37,0
ORD-001739,5,P-0092,7,6.26,0
ORD-000483,4,P-0010,42,6.56,8
ORD-003673,3,P-0111,42,3.78,0
ORD-000664,5,P-0055,27,5.19,0
ORD-005065,5,P-0048,34,1.69,0
ORD-004627,1,P-0065,44,5.94,5
ORD-003972,2,P-0027,20,3.78,8
ORD-000263,2,P-0034,-7,7.8,0
ORD-000308,1,P-0115,13,2.72,0
ORD-003064,3,P-0066,42,2.9,0
ORD-002345,2,P-0010,26,6.05,0
ORD-005462,1,P-0096,47,5.11,0
ORD-005478,4,P-0077,9,3.75,5
ORD-003344,2,P-0098,26,4.48,15
ORD-002214,5,P-0036,12,3.2,0
ORD-002640,2,P-0082,30,5.33,0
ORD-002086,2,P-0113,19,2.76,0
ORD-003530,6,P-0023,33,2.45,15
ORD-005057,2,P-0086,7,6.88,0
ORD-002530,1,P-0104,41,3.81,0
ORD-000189,1,P-0078,36,8.04,0
ORD-005368,2,P-0043,22,4.78,15
ORD-004810,2,P-0094,20,5.83,0
ORD-002039,3,P-0089,20,6.56,0
ORD-001559,2,P-0060,19,4.14,15
ORD-003735,4,P-0050,27,4.35,0
ORD-001676,3,P-0057,8,6.96,0
ORD-001359,4,P-0109,38,6.23,8
ORD-003592,3,P-0087,13,3.65,10
ORD-000928,5,P-0033,47,8.11,15
ORD-001219,2,P-0076,16,2.29,15
ORD-003258,4,P-0007,36,3.58,0
ORD-004116,5,P-0041,6,6.61,0
ORD-005442,2,P-0059,32,0.0,5
ORD-002360,3,P-0102,20,3.3,10
ORD-000471,1,P-0003,6,4.44,8
ORD-002741,2,P-0107,43,5.23,0
ORD-000725,3,P-0030,45,2.4,10
ORD-002010,4,P-0055,30,5.08,8
ORD-001217,1,P-0007,37,3.63,10
ORD-001889,1,P-0112,30,6.77,15
ORD-000795,5,P-0065,2,6.13,8
ORD-002426,1,P-0002,42,8.01,0
ORD-002639,4,P-0096,3,5.19,0
ORD-001145,2,P-0106,6,4.17,5
ORD-002680,1,P-0101,37,4.63,0
ORD-005334,1,P-0102,4,3.39,5
ORD-001944,2,P-0071,36,8.3,0
ORD-001380,3,P-0050,11,4.19,0
ORD-001663,2,P-0053,42,7.6,0
ORD-003602,3,P-0021,1,3.74,10
ORD-001785,2,P-0067,26,6.53,15
ORD-004378,2,P-0078,4,8.32,0
ORD-005430,5,P-0038,39,5.61,5
ORD-000470,3,P-0029,36,2.69,10
ORD-002864,3,P-0059,37,6.24,0
ORD-005356,1,P-0032,27,6.02,15
ORD-005621,1,P-0095,29,3.83,10
ORD-000829,2,P-0030,29,2.29,15
ORD-000053,1,P-0021,40,3.64,0
ORD-004696,1,P-0010,30,6.11,0
ORD-000892,3,P-0039,6,6.4,8
ORD-002084,2,P-0021,37,3.59,10
ORD-000827,1,P-0060,8,4.48,0
ORD-000944,4,P-0043,45,4.69,10
ORD-005115,1,P-0022,36,1.61,5
ORD-004702,4,P-0111,7,3.66,0
ORD-005111,5,P-0105,45,0.0,0
ORD-000451,2,P-0066,23,2.79,5
ORD-004710,4,P-0065,20,6.28,0
ORD-001539,6,P-0119,16,4.29,0
ORD-003621,4,P-0104,44,3.93,8
ORD-002252,1,P-0054,45,4.98,8
ORD-004381,6,P-0113,40,2.8,0
ORD-003021,3,P-0044,3,1.89,0
ORD-003665,5,P-0028,22,7.25,0
ORD-004363,1,P-0056,20,4.91,15
ORD-001120,3,P-0120,21,4.59,5
ORD-005039,1,P-0059,11,6.43,0
ORD-001981,2,P-0040,48,6.63,5
ORD-003924,2,P-0059,25,6.45,0
ORD-004404,1,P-0029,-7,2.76,0
ORD-005012,5,P-0098,42,4.53,0
ORD-002395,2,P-0060,-6,4.41,5
ORD-005100,2,P-0011,40,1.61,0
ORD-005270,2,P-0054,17,5.07,0
ORD-004687,3,P-0005,-4,6.02,10
ORD-001538,3,P-0035,7,6.23,5
ORD-004244,1,P-0033,29,7.63,0
ORD-000535,1,P-0111,29,3.89,0
ORD-004385,3,P-0033,14,0.0,0
ORD-000610,2,P-0006,29,4.64,0
ORD-001312,3,P-0036,38,3.06,0
ORD-004040,1,P-0094,16,6.06,15
ORD-002946,3,P-0053,32,7.71,0
ORD-000506,2,P-0050,27,4.28,5
ORD-000925,2,P-0071,21,8.97,5
ORD-005577,2,P-0012,19,2.98,0
ORD-001498,1,P-0113,28,2.68,10
ORD-003993,3,P-0039,16,6.74,0
ORD-001380,2,P-0079,19,6.45,10
ORD-002395,1,P-0010,41,6.44,0
ORD-002283,1,P-0077,5,3.76,0
ORD-001593,5,P-0038,28,5.7,0
ORD-005036,1,P-0053,15,7.34,0
ORD-000149,1,P-0014,47,3.37,0
ORD-000886,6,P-0009,36,3.77,0
ORD-004443,4,P-0062,9,2.52,5
ORD-003059,1,P-0111,41,3.94,8
ORD-004162,5,P-0010,27,6.04,15
ORD-000541,2,P-0046,44,2.88,15
ORD-003885,3,P-0059,25,6.21,0
ORD-004597,1,P-0006,36,4.69,0
ORD-000349,3,P-0038,2,5.6,0
ORD-001773,3,P-0068,37,1.51,15
ORD-003090,4,P-0080,9,4.29,0
ORD-002628,2,P-0005,34,6.2,0
ORD-004746,1,P-0023,44,2.46,0
ORD-001532,5,P-0115,20,2.85,5
ORD-001152,3,P-0065,7,5.82,0
ORD-000862,3,P-0065,25,5.75,5
ORD-005545,3,P-0025,23,3.0,10
ORD-003090,2,P-0027,25,3.88,0
ORD-000177,1,P-0117,1,4.41,0
ORD-004012,1,P-0012,18,3.02,15
ORD-001312,1,P-0100,30,5.06,15
ORD-004138,2,P-0037,32,7.33,10
ORD-000636,2,P-0103,48,3.63,8
ORD-001772,5,P-0997,1,5.7,0
ORD-004500,1,P-0070,4,1.58,10
ORD-000528,4,P-0028,10,6.65,0
ORD-004121,5,P-0004,44,5.72,0
ORD-000905,4,P-0057,11,7.01,5
ORD-001204,5,P-0032,14,6.14,0
ORD-004153,4,P-0044,13,1.98,5
ORD-000267,6,P-0072,15,2.87,0
ORD-001412,6,P-0116,4,3.74,0
ORD-001099,5,P-0032,42,6.1,15
ORD-001279,2,P-0103,36,3.43,0
ORD-004422,1,P-0047,16,6.81,15
ORD-000429,2,P-0103,24,3.62,0
ORD-000121,2,P-0117,14,4.22,15
ORD-005508,1,P-0014,29,3.14,0
ORD-002003,1,P-0111,3,3.62,8
ORD-002322,1,P-0115,45,2.84,0
ORD-001083,1,P-0044,19,1.91,0
ORD-001364,4,P-0086,38,6.33,10
ORD-000095,1,P-0101,38,4.76,8
ORD-001226,4,P-0003,23,4.75,15
ORD-002721,4,P-0049,28,2.47,8
ORD-001951,3,P-0111,32,3.76,10
ORD-001207,1,P-0029,17,2.84,8
ORD-003761,3,P-0109,28,5.97,0
ORD-003705,6,P-0044,32,1.9,0
ORD-000017,2,P-0048,33,1.58,15
ORD-003546,3,P-0027,41,3.92,0
ORD-001115,2,P-0107,30,5.18,0
ORD-005523,3,P-0080,12,4.61,0
ORD-004062,1,P-0036,34,3.29,10
ORD-001691,2,P-0113,23,2.74,5
ORD-001003,3,P-0080,16,4.25,0
ORD-004322,1,P-0079,33,6.56,10
ORD-000831,3,P-0117,29,4.33,15
ORD-003843,1,P-0058,33,6.13,10
ORD-004930,3,P-0109,6,6.26,8
ORD-000797,3,P-0063,17,0.0,0
ORD-002643,5,P-0084,16,4.15,0
ORD-003907,2,P-0008,48,3.77,0
ORD-003131,4,P-0079,30,6.41,15
ORD-000787,2,P-0083,14,3.75,15
ORD-001809,5,P-0098,35,4.74,10
ORD-002688,4,P-0051,23,4.8,10
ORD-001076,3,P-0038,17,5.45,15
ORD-005352,1,P-0064,33,5.96,0
ORD-000313,6,P-0024,28,3.0,0
ORD-001753,6,P-0119,38,4.64,0
ORD-002901,1,P-0038,6,5.37,10
ORD-000484,2,P-0119,38,4.53,10
ORD-003531,1,P-0047,1,6.84,0
ORD-001436,6,P-0075,22,5.71,8
ORD-002346,4,P-0002,18,8.29,5
ORD-000215,5,P-0093,15,4.99,10
ORD-003055,2,P-0076,17,2.33,10
ORD-002028,4,P-0104,31,3.77,15
ORD-000794,2,P-0102,22,3.36,0
ORD-005364,4,P-0037,31,7.02,10
ORD-001140,1,P-0093,24,5.28,15
ORD-001254,3,P-0091,47,3.58,0
ORD-004392,4,P-0094,32,5.64,0
ORD-005290,1,P-0075,48,5.73,0
ORD-004006,1,P-0038,15,5.84,15
ORD-002735,2,P-0107,17,5.23,0
ORD-000524,2,P-0115,20,2.79,0
ORD-002551,4,P-0020,26,3.35,8
ORD-002338,4,P-0079,43,6.59,0
ORD-001735,1,P-0014,33,3.21,10
ORD-002926,3,P-0021,27,3.56,0
ORD-002684,4,P-0083,20,3.56,10
ORD-000289,2,P-0010,7,6.5,0
ORD-001144,3,P-0003,30,4.74,8
ORD-002661,1,P-0030,7,2.3,0
ORD-003842,2,P-0045,31,5.98,0
ORD-000488,1,P-0088,20,4.5,0
ORD-004522,2,P-0099,46,4.45,10
ORD-003672,1,P-0111,18,3.77,8
ORD-003225,3,P-0038,47,5.52,15
ORD-003468,6,P-0103,12,3.54,5
ORD-000217,2,P-0099,30,4.21,0
ORD-004403,3,P-0051,28,4.88,0
ORD-001758,1,P-0051,36,4.88,15
ORD-004180,4,P-0061,39,5.21,8
ORD-002488,1,P-0011,35,1.63,0
ORD-002650,4,P-0017,8,3.24,0
ORD-001033,5,P-0095,32,4.11,15
ORD-002542,3,P-0094,20,5.75,0
ORD-000705,6,P-0103,35,3.38,0
ORD-003458,4,P-0038,5,5.45,0
ORD-000291,1,P-0012,44,3.08,0
ORD-004677,2,P-0030,2,2.33,15
ORD-001683,2,P-0012,39,3.19,0
ORD-004045,2,P-0085,18,7.61,10
ORD-002052,3,P-0099,7,4.5,0
ORD-002952,4,P-0068,7,1.52,15
ORD-001558,2,P-0078,6,8.59,0
ORD-005085,3,P-0043,14,4.61,10
ORD-000983,3,P-0027,19,3.89,5
ORD-002585,1,P-0022,29,1.72,10
ORD-003044,5,P-0086,41,6.71,10
ORD-004906,3,P-0093,23,5.33,5
ORD-003001,5,P-0075,36,5.35,0
ORD-003345,2,P-0099,33,4.42,0
ORD-002284,3,P-0076,12,0.0,5
ORD-002214,4,P-0062,6,2.42,5
ORD-002349,3,P-0086,43,6.46,8
ORD-001094,1,P-0032,45,6.09,0
ORD-000599,1,P-0114,46,4.07,5
ORD-001541,3,P-0118,8,4.86,0
ORD-002893,1,P-0107,17,5.26,10
ORD-004527,1,P-0019,25,3.52,0
ORD-003032,1,P-0077,15,3.88,5
ORD-003446,4,P-0091,8,3.55,0
ORD-003197,6,P-0074,28,6.93,0
ORD-001981,1,P-0066,35,2.82,0
ORD-001198,1,P-0088,10,4.55,0
ORD-003428,5,P-0043,42,4.97,8
ORD-000965,3,P-0115,40,2.64,8
ORD-005243,4,P-0085,15,7.26,5
ORD-003001,6,P-0062,35,2.4,0
ORD-000274,2,P-0082,43,5.4,0
ORD-005483,2,P-0068,13,1.55,10
ORD-000927,1,P-0086,15,6.44,8
ORD-004752,2,P-0005,32,5.85,15
ORD-000008,1,P-0098,20,4.65,5
ORD-004140,3,P-0099,34,4.36,0
ORD-003650,1,P-0047,4,6.88,0
ORD-000483,2,P-0107,17,5.03,0
ORD-005204,1,P-0001,31,7.38,8
ORD-001514,3,P-0093,16,5.2,15
ORD-001195,4,P-0059,24,6.41,0
ORD-000696,3,P-0059,37,6.16,5
ORD-001632,2,P-0025,25,3.12,8
ORD-003554,1,P-0010,25,6.47,0
ORD-002757,5,P-0070,33,1.57,10
ORD-001226,1,P-0105,16,4.03,5
ORD-001107,1,P-0096,26,5.31,0
ORD-003570,6,P-0096,48,5.01,5
ORD-000408,4,P-0036,4,3.3,0
ORD-005054,4,P-0063,23,5.08,0
ORD-004649,3,P-0025,18,3.13,5
ORD-000429,6,P-0075,47,5.39,15
ORD-002301,3,P-0018,40,2.73,15
ORD-003194,3,P-0033,2,8.07,0
ORD-003655,2,P-0067,3,6.51,0
ORD-000209,4,P-0029,3,2.73,0
ORD-000728,3,P-0011,18,1.57,0
ORD-001901,1,P-0054,18,4.85,0
ORD-001706,6,P-0086,1,6.58,0
ORD-000946,3,P-0119,23,4.51,0
ORD-004323,3,P-0012,28,3.21,15
ORD-000572,2,P-0017,46,3.36,8
ORD-002223,3,P-0080,23,4.6,0
ORD-000848,3,P-0077,10,3.86,0
ORD-001087,2,P-0044,25,0.0,0
ORD-004137,1,P-0047,1,6.68,0
ORD-001086,4,P-0050,24,4.29,0
ORD-001800,3,P-0064,46,6.02,0
ORD-003501,3,P-0081,41,7.19,0
ORD-000646,2,P-0088,21,4.53,0
ORD-002537,1,P-0020,2,3.52,0
ORD-002704,2,P-0064,11,6.02,8
ORD-005227,2,P-0054,44,4.98,5
ORD-004361,2,P-0012,10,3.13,0
ORD-002398,1,P-0018,6,2.76,0
ORD-005178,1,P-0037,10,7.16,0
ORD-000476,4,P-0008,3,3.62,0
ORD-001722,2,P-0046,18,3.07,0
ORD-003242,2,P-0063,45,4.86,0
ORD-001904,1,P-0094,41,5.66,0
ORD-000732,3,P-0067,28,6.14,0
ORD-002936,3,P-0077,12,3.83,0
ORD-003894,1,P-0106,5,4.23,10
ORD-005350,3,P-0095,40,3.82,10
ORD-001479,5,P-0022,10,1.6,0
ORD-005213,2,P-0119,35,4.52,0
ORD-000009,5,P-0068,-8,1.54,0
ORD-003516,2,P-0015,30,3.32,0
ORD-002871,5,P-0062,36,2.49,8
ORD-002594,1,P-0106,24,4.29,10
ORD-003320,2,P-0088,17,4.63,0
ORD-005364,3,P-0039,4,6.84,15
ORD-002300,1,P-0067,7,0.0,8
ORD-002689,1,P-0065,23,5.91,10
ORD-003450,3,P-0011,48,1.55,15
ORD-002092,1,P-0094,25,5.78,0
ORD-003626,2,P-0003,29,4.84,0
ORD-001351,2,P-0074,23,6.68,0
ORD-001666,2,P-0010,48,6.3,8
ORD-003681,4,P-0090,16,6.85,0
ORD-003816,4,P-0045,26,6.17,0
ORD-000330,1,P-0095,38,3.93,5
ORD-000874,1,P-0055,20,5.1,8
ORD-001916,2,P-0036,8,3.08,0
ORD-004689,1,P-0071,6,8.71,0
ORD-003247,3,P-0089,31,6.69,0
ORD-005144,4,P-0053,11,7.65,0
ORD-001963,3,P-0100,3,5.51,10
ORD-000461,6,P-0068,28,1.45,15
ORD-002954,2,P-0029,47,2.89,15
ORD-004360,2,P-0117,37,4.54,5
ORD-004685,3,P-0006,28,4.71,0
ORD-005244,4,P-0023,17,2.29,8
ORD-004625,6,P-0104,11,3.94,5
ORD-004531,1,P-0114,21,4.12,5
ORD-001278,5,P-0085,47,7.61,10
ORD-004468,5,P-0068,8,1.56,10
ORD-003795,1,P-0067,17,6.16,0
ORD-003209,1,P-0003,8,4.49,5
ORD-001799,3,P-0997,28,5.78,0
